date,dish_name,restaurant_name,price,meal_type,description,image
01 Oct 2025 (Wednesday),Bangkok Fried Rice,Double D Restaurant Puchong,RM 10.00,(Lunch),"Their serving time is definitely ""a while"" compared to Kolo or Chicken Rice, maybe like 15 minutes or so. Best not to choose when hungry.
                It seems like an egg fried rice, with an attempt of a non paprick paprick chicken pieces at the side.
                
Fried rice: egg, onion, long beans?, carrot strips
Chicken: chicken pieces, onions. Enough to last if paired well enough
4 halves of sliced cucumbers (or 2 full slices in a sense)

                Flavourful, I'd give it that.","2025/October/2025, October, image 1.png"
02 Oct 2025 (Thursday),Mixed Rice,Double D Restaurant Puchong,RM 10.00,(Lunch),"Decided to try new meat cooking types.
                
15 pieces of... Char Siew? Braised pork meat? (may have took more than usual)
1 scoop + a bit more of lettuce
Regular rice
Wild boar curry, just curry

                The meat is a bit hard, but still bitable vs the MHMR fried pork. I'd classify it as former more than the latter.
                I'm gonna hit a full week here if I eat here tomorrow.","2025/October/2025, October, image 2.png"
03 Oct 2025 (Friday),Set B,BP72 Mixed Rice,RM 9.50,(Lunch),"Reason why I come early: oren in front of office, easy access to umbrella when rain.
                Since I have an umbrella, might as well not have Double D the entire week.
                
Rendang Chicken: they chose as there's only 3 drumsticks remain, but is fine
Sambal thingy: it's somehow slightly better? Just avoid the air'ed anchovies.
Something like belacan: self scooped, definitely not sambal.

                Managed to snag a seat inside as well.
                Does this count as mixed rice? Or just a set meal?","2025/October/2025, October, image 3.png"
06 Oct 2025 (Monday),White Chicken Rice,Double D Restaurant Puchong,RM 8.00,(Lunch),"It's available, so why not. Need a quick fix due to needing to compensate a bit for coming in later than usual.
                It's a wing, but sure. This may indicate I can choose parts.
                Nothing too special, it's the same but white &amp; more ""gooey"" skin. Which is expected.
<small>..Who are you to judge me what I eat Mrs LFW (though there is good points there).</small>","2025/October/2025, October, image 4.png"
07 Oct 2025 (Tuesday),Special Set 1,BP72 Mixed Rice,RM 8.50,(Lunch),"AKA Braised Pork rice. Even gave a full egg as depicted in the image.
                
Rice, Braised Egg, Braised Pork, Cabbage
Braised Egg: is decent
Braised Pork: is decent

                Let's say its Yuan Fong 3 Kopitiam quality for a cheaper price.

                Meat, vege, rice (low amounts), costs 8 ish. Hmm","2025/October/2025, October, image 5.png"
08 Oct 2025 (Wednesday),Mixed Rice,Double D Restaurant Puchong,RM 10.00,(Lunch),"I should've checked what's there before committing, at least there's still some things I can eat.
                
11 fried pork pieces
1 tongful of vege
Regular rice with 3 scoops of (now chicken) curry, wild boar style

                Supposed 11, but became 10 as I took out my 1 ringgit. Common rizz tactic.","2025/October/2025, October, image 6.png"
09 Oct 2025 (Thursday),Dry Kueh Tiaw (B),Double D Restaurant Puchong,RM 10.00,(Lunch),"They have it in stock, nice.
                I didn't get the colour of it. It's kuey teow, with some brown soup sauce underneath.
                Again, basically the same stuff (meats), just with different noodle types.

                Captured images of Pan Mee &amp; Claypot stalls, they seem promising. Will you open tomorrow?","2025/October/2025, October, image 7.png"
10 Oct 2025 (Friday),Dry Noodle w/ Char Siew (B?),Double D Restaurant Puchong,RM 8.00,(Lunch),"Trying out new things.
                Oh, I also get curry with dry noodles.
                
Curry: is nice, like those typical curry noodle style
Yellow noodles, unsure of size, featuring spring onions
Char Siew: 5 pieces, ok
Unknown red thing: feels like sambal, but not sure.

                Pretty sure I gave him just 10, and somehow I received 2 back. Is this small? I can't tell.
                Let's remember to order this next week with the same things, different noodles.","2025/October/2025, October, image 8.png"
13 Oct 2025 (Monday),Kolo Mee (B),Double D Restaurant Puchong,RM 10.00,(Lunch),"Kinda under the weather health wise, this by right is ""healthier"" vs my other options.
                Asked me if I wanted chili, no. But nice cost saving measure.","2025/October/2025, October, image 9.png"
14 Oct 2025 (Tuesday),White Chicken Rice,Double D Restaurant Puchong,RM 8.00,(Lunch),"From a random reel I remember, it said after cooking it gets shocked by cold water to get the ""bouncy"" feel.
                It seems true, as it is indeed different from regular non cold water shocked steam chicken.","2025/October/2025, October, image 10.png"
15 Oct 2025 (Wednesday),Dry Noodle w/ Char Siew (B),Double D Restaurant Puchong,RM 10.00,(Lunch),"Okay maybe that's why they charged me 8 that time. This is stonks.
                
Curry: fucuk is missing now.
Yee Mee: Expected quality, featuring spring onions &amp; fried garlic
Char Siew: didn't count the pieces, oops.
Wanton: 4 of them, they're hot, filled with fish presumably.

                Quality meal for 10.","2025/October/2025, October, image 11.png"
16 Oct 2025 (Thursday),Clay Pot Yee Mee,Double D Restaurant Puchong,RM 10.00,(Lunch),"I decided to try something new. A fully soup based meal. And it's hot.
                
An egg that is still raw, poked a hole in it to cook the yolk faster, then stirred it.
Fucuk, shoved it in. Nothing special, hot though.
6 fishballs, some minced meat
Vege, caramelised onions

                It's a good thing I wore full black. It's hot and can splatter the unskilled. My spectacles and phone was not spared.
                Right, I should probably find another restaurant for the week. I'm gonna hit 5 in a row again.","2025/October/2025, October, image 12.png"
17 Oct 2025 (Friday),Mixed Rice,BP72 Mixed Rice,RM 10.60,(Lunch),"To prevent streak, I come. In replace of weekly mixed rice, here. First time hitting a meal over 10 in a while. 
                
Vege - likely 1.80, 2 scoops
Rice - likely 2.60
Buttermilk pork? - the remaining price likely, 2 scoops
Pork curry sauce

                Unsure of wat pork this is, clearly buttermilk sauce yes, but it feels... Like some sort of mixed meat.
                I don't believe it's vegan, but it's weird. Edible &amp; nice though, just can't put it into words.

                Maybe I should try more rice next time.","2025/October/2025, October, image 13.png"
21 Oct 2025 (Tuesday),Char Kuey Teow (Big),Double D Restaurant Puchong,RM 10.00,(Lunch),"Almost a month since I had you.
                
2 prawns
5 cockles
1 fishcake
Tauge, Egg, Chives

                ...it now lacks 1 fiskcake and a cockle. Ah well, 5 more work days, and then I'm free.","2025/October/2025, October, image 14.png"
22 Oct 2025 (Wednesday),Thai Wok Hei Fried Rice (Fried Pork Belly),Thai Grandma Canteen,RM 14.75,(Lunch),"As a celebratory lunch after finishing my internship presentation (I think I'm fine?).
                The interior seems nice, though the reviews are a bit mixed, especially the old ones.
                Forgot to check the menu before I enter, turns out prices are a little more expensive ever since their new menu came.
                
Fried Pork Belly - it's somehow cold/room temperature, but otherwise would be nice if it was hotter.
Thai Wok Hei Fried Rice - quite good and hot, potential goat tier
Thai Ice Milk Tea - typical taste for it
Green chili - I like this one, a distinct good taste
4 cucumber slices &amp; 1 leafy green

                The drinks was served almost immediately, and the fried rice came quite fast for restaurant standards, granted it's kinda empty.
                
M11. Thai Wok Hei Fried Rice - 13.90
6% Service Charge - 0.83
Rounding - 0.02
Total: 14.75

                6th or 7th most expensive meal of 2025, depending on how one views it.","2025/October/2025, October, image 15.png"
23 Oct 2025 (Thursday),Roasted Chicken Rice,Double D Restaurant Puchong,RM 8.00,(Lunch),"Despite being my final few days, it is still restless in the office.
                8 cucumber slices and 6 chicken slices from the breast.","2025/October/2025, October, image 16.png"
24 Oct 2025 (Friday),Mixed Rice,Double D Restaurant Puchong,RM 8.00,(Lunch),"...? I was expecting it to be 10 to be honest, so this is a slight internal shock.
                
Vegetables, 1 scoop + a little more
Wild boar curry - at least 10 pieces, otherwise 1 scoop + some more scoops of just curry
Regular rice

                I likely over-rationed my meat to rice ratio, I was still left with 2 pieces in the end when I cleared my rice.
                Can't fault me for thinking ""did I take something less?"" when I was given those prices.","2025/October/2025, October, image 17.png"
27 Oct 2025 (Monday),Roasted Pork Rice,Double D Restaurant Puchong,RM 11.00,(Lunch),"Due to some people delaying my lunch I'm forced to jump ship.
                Oh, it's 11. Didn't know. They ran out of char siew. Oh well.","2025/October/2025, October, image 18.png"
03 Nov 2025 (Monday),Nasi Kandar,AS Nasi Kandar,RM 7.50,(Lunch),"Somehow Sky Malaysia is closed due to Health Inspectors Boss Wedding (congratulations), so this shall be the first meal to welcome me back.
                
Limau Ais: expected taste
Chicken: chose thigh, is ok
Rice: just a bowlful, didn't give me the option to add more it seems.
Vege: I got to choose, though he only scooped me like 1 scoop &amp; a bit more... damn.

                Took an image of their menu, and overheard pure chicken costs 5.
                So their nasi kandar set is basically giving me free (selected) drinks.","2025/November/2025, November, image 1.png"
03 Nov 2025 (Monday),Creamy Butter Chicken With Rice,Ri Yue Ming,RM 11.00,(Dinner),"Weirdly my mates want out despite them defrosting nuggies hours beforehand, sure.
                The rice is a little dry, but quite alot of chicken (at least 10) &amp; they're decently sized.
                Seems like I had it 2 years ago. It does indeed not have much sauce. (GrabFood price is now 14.50)","2025/November/2025, November, image 2.png"
04 Nov 2025 (Tuesday),Nasi Kandar,AS Nasi Kandar,RM 7.50,(Lunch),"I'd take Dapur, but that's easily +30% price wise, also no drinks.
                It seems that I could ask for more rice, I just need to voice out.
                
Rice: bowlful + like maybe 1/3 extra bowl
Vege: only cabbage remains for those which I could accept
Sirap ais: finishing the trinity, it's fine &amp; expected taste (normal sweetness)
Only goat curry per usual

                Still charges me 7.50, how much more should I attempt until it hits over 7.50?","2025/November/2025, November, image 3.png"
04 Nov 2025 (Tuesday),Ayam Tenders McD Regular Gochujang Rice,McD Edusphere,RM 11.95,(Dinner),"New thing, and it's cheaper than the Thai one.
                
Chicken tenders: think of its fried chicken, just that it's only 4 pieces.
Rice: normal nothing to note of it
Gochujang sauce: ok (read: edible, didn't had before)

<small>...Small portion ish. Hungry at midnight. Unable to sleep.</small>","2025/November/2025, November, image 4.png"
05 Nov 2025 (Wednesday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"Last seen 12 Jun 2025.
                There's a ""set menu"" where for +rm2, I'd get a choice of 2 drinks. Unsure if free flow or not, but we will get to that later.
                
Chicken: requested breast, obtained dada.
Tofu: requested exclusively them, obtained as such.
Rice: I think still in acceptable range, not as bad as what I was told of yesterday
Soup: same old same old, salteh
Sambal: same old same old, it's a full ladle scoop.

                To meet up with some gooners, I had to abandon my mates &amp; MHMR, though maybe worthy, but don't be so often","2025/November/2025, November, image 5.png"
05 Nov 2025 (Wednesday),Prawn Fried Rice,Ri Yue Ming,RM 11.00,(Dinner),"A fine &amp; flavourful fried rice, though some parts may be more flavourful than others, which means slightly not even.
                
12 (or 13?) prawn pieces, which means around 3 to 4 full smol prawns. Sadly, not deveined.
Chopped long beans(?), diced carrots, egg, and obviously rice

                Inflation has made it +1 compared to a year ago, and Grab upcharges it by 3.50 (some just 3).

                I wonder what made them come here over Hinz, the price? (Feels like the main factor to me)","2025/November/2025, November, image 6.png"
06 Nov 2025 (Thursday),Nasi Kandar,AS Nasi Kandar,RM 7.50,(Lunch),"Wanting to try new things, this is regret.
                
Ayam madu: think of regular, but thicker skin wise. Also room temperature at best. 
Ayam madu sauce: 3 scoops, straight flooded my rice, making it inedible for the bottom part. Tastes kinda fine?
Teh o ais: I think I prefer the other 2 drinks.

                TL;DR: do not madu, do not flood with watery sauce. &gt;:(","2025/November/2025, November, image 7.png"
06 Nov 2025 (Thursday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM 12.29,(Dinner),"The return of the classic.
                The taste of the sauce is better than RYM, there's also at least 14 that may or may not be bite sized. Def smaller.
                
Thai Style Creamy Butter Pork Rice - 11.60
6% tax - 0.696
Total - 12.296

                29th Hinz visit, 14th one.","2025/November/2025, November, image 8.png"
07 Nov 2025 (Friday),Nasi Kandar,AS Nasi Kandar,RM 7.50,(Lunch),"Realised it was Friday, which means prayers. Had to speedrun go down and invoked the mop-wielder's wrath in the process.
                Sky was open, asked for their Penyet, nada. 4th time this week with AS then.
                
Chicken: breast, very fresh as I see them take out from the fryer
Cauliflower: decent, 6 non bite sized pieces, would be a little more including bite sized ones
Rice: added a bit
Drink: Iced syrup. I feel it's better than Teh o Ais.
Sauce: they kinda lack goat curry, so they seem to have added additional curries, then gave me some pieces of 2 goat 1 beef?

<small>Gomen for disturbing! Don't send me down the balcony pls</small>","2025/November/2025, November, image 9.png"
07 Nov 2025 (Friday),叫菜吃饭,Dapur Chilli,RM 10.37,(Dinner),"My indesiciveness sent me here, otherwise I'd be eating something cheaper (as they have yet to come down).
                Been a while since I had these style of ordering.
                
Kangkung Biasa: quite fine - 6.00
Tomyam Campur: typical tomyam taste, has chicken &amp; seafood - 11.00
Daging Kunyit: meat is nice - 8.50
Telur Dadar: quite fine - 2.00/ea
Nasi Putih - 2.00/ea

                So to breakdown what I actually ate:
                
4 tumeric beef
3 prawns, 2 sotong rings, 2 chicken pieces from tomyam; also drank like 1/3 the tomyam while waiting for their satay via spoon
I think a scoopful of kangkung
3 cucumber pieces (from their satay, I didn't order)
                
                I'd take the whole bowl &amp; chug it down if I was more extroverted/bold &amp; daring. I'm not sure if I'm black hole mode, or food portions are actually kinda small.
<small>*Koyori said the prawn sucks, but to me it feels like a typical melayu prawn (from Nasi Goreng Seafood)</small>","2025/November/2025, November, image 10.png"
08 Nov 2025 (Saturday),Nasi Campur,Dapur Chilli,RM 9.00,(Lunch),"Day 2 of Sky not having penyet, and I didn't want to eat AS for the fifth time in six days.
                
Rice: I tried to mix nasi lemak (it was kinda charred, so jump ship) &amp; regular rice - 2.00
Buttermilk Chicken: quite fine, 7 pieces, didn't drench the rice- 3.50
Kangkung: normal kangkung moment - 3.50
Total - 9.00

                I may have took less rice as I finished it before chicken/vege, must be why the price was lower.
                Had I took loose chicken pieces before here? That's also another plausible reason.","2025/November/2025, November, image 11.png"
08 Nov 2025 (Saturday),Roti Kahwin,Dapur Chilli,RM 4.00,(Dinner),"After a botched non-existent dry run for Codenection 2025, and an offer to return before 9pm, I return to the classics.
                They did take a while, assuming their roti chef wasn't here yet.
                Tastes the same as always, with the dhal being a little too beany, and the sambal having a slight hint of ginger.

                I should ask if adding more sauces was an option, along with trying out an option called calling satay to pair with white rice.
                My calculations say it would cost around 6.5 to 8 (assuming 3-4 sticks of chicken).","2025/November/2025, November, image 12.png"
09 Nov 2025 (Sunday),Gardenia Quick Bites: Strawberry,CodeNection 2025,Free!,(Breakfast),"I already ate my usuals prior, so this is a sweet addition for the day to keep me energised, and to prevent me from freezing up in the hall.
                Per usual, the cream is quite alot going through, but lacking at the tips.
                Good cream, would order again once in a while.","2025/November/2025, November, image 13.png"
09 Nov 2025 (Sunday),Nasi Lemak + Ayam + Egg + Sambal,CodeNection 2025,Free!,(Lunch),"CodeNection 2025 midway point, and it's food time.
                
Sambal: oily packet, spicy
Cucumber: 2 thin slices
Chicken: is fine
Half a boiled egg, anchovies, peanuts

                A fine meal, though the sambal was lacking here for some reason.","2025/November/2025, November, image 14.png"
09 Nov 2025 (Sunday),Nasi Lemak + Ayam + Egg + Sambal,CodeNection 2025,Free!,(Dinner 1),"Oh, there's food remaining. Why not take it back and eat it.
                Was thinking of microwaving it, but fear of a certain pink entity.

                Stil edible, just cold. Also there's enough sambal to last a 2nd serving.","2025/November/2025, November, image 15.png"
09 Nov 2025 (Sunday),Nasi Lemak + Ayam + Egg + Sambal,CodeNection 2025,Free!,(Dinner 2),"Felt like 1 was not enough (during lunch), so gambled by taking a 2nd one.
                In hindsight, it was fine, and I managed to finish it with slight difficulty as it was indeed, quite alot. Especially since I ate around 5:30pm.

                I wonder if I'll go hungry anyways...","2025/November/2025, November, image 16.png"
10 Nov 2025 (Monday),Nasi Penyet,Dapur Chilli,RM 13.00,(Lunch),"Skipped breakfast &amp; had a snack to get more of my money worth.
                Went at 11:50am, said prep at 12, waited until 12:22pm where they asked for my order again, came at 12:28pm.
                
Soup: like the bakso I had here, unlike Skys
Sambal: it's servicable with rice, didn't manage to add it
Chicken: it's a wing, and it is fine
Rice: added once, felt I could gamble a 2.5. It gave me a 3rd instead, kinda struggled but triumped in the end.
Crispy thing: better than membawangs one, though be careful of small bones
Tofu: unlike membawangs, but still ok
Tempe: sucks
2 cucumber slices, 2 raw cabbage slices, 1 lettuce leaf

                Apparently only the first add was free, and subsequent? seems to be +1. Man, otherwise it'd been 12 had I not greed and suffered.
                Lesson learnt.","2025/November/2025, November, image 17.png"
10 Nov 2025 (Monday),Small Chicken Shawarma,Dapur Chilli,RM 6.00,(Dinner),"3 bowls of rice was not fun. Still feeling not hungry despite being dinner time, took a small walk even.
                Asked Gemini to choose my meal, and it insists I take a Shawarma, depsite being the more expensive option (was thinking of Sky prices). Went here instead as I remember it also serves it.
                Didn't know they gave free drinks, which is a bigger plus, on top of being cheaper than sky. 
                
Cheese sauce: tastes like typical cheese sauce
Some tomato in it, also lettuce
It's 5 cuts, each cut is around 1.5 phalanx long
Spicy sauce isn't spicy; Garlic sauce is stonks
Teh o Ais: a regular teh o ais, not sweet to the point of cutting my legs though

                Fine meal, only if a big lunch was had, by big as in ""pls don't do it again"".","2025/November/2025, November, image 18.png"
11 Nov 2025 (Tuesday),Nasi Campur,Dapur Chilli,RM 8.00,(Lunch),"On the kinda advice from Gemini, decided to take a lighter approach for lunch, even though that may mean hunger.
                
13 pieces of lemon chicken, didn't take any additional sauce
1 scoop &amp; a little more for kangkung goreng
Rice: just 2 scoops &amp; a little small ball, aka less than usual
Dark sauce: presumed black pepper, from black pepper chicken. Kinda spicy.
Little blob of sauce: seems like bakso style soup, from soupy chicken.

                Finished the rice &amp; almost the vege, while still having 3 pieces remaining.
                Asked if they accept card, they said cash. Fine.","2025/November/2025, November, image 19.png"
11 Nov 2025 (Tuesday),Nasi Goreng Sosej,Sky Malaysia,RM 7.00,(Dinner),"Mates decided to all have dinner here as a Mutiara boi wants to eat here as it's been a while.
                Checked back my logs, decided sosej as my go to.
                
Cabbage, that vege, tri coloured beans
Somehow has chicken alongside sausage now?
Taste remains how I remembered it (from memory), better than the 31 Aug one though.
  
                Koyori said his Maggi Goreng Double has improved, as it is less wet. Maybe their closure made them improve?","2025/November/2025, November, image 20.png"
12 Nov 2025 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"They probably had this when I ate membawang.
                There's none of my favoured preferred meats, I'll take this then.
                8, post discount, 7.20.
                
Nestum Cereal Chicken: 2 scoops garnered me ~9 pieces
Cabbage: tastes like BP72s sets, 1 scoop + a bit more
Rice: per usual, ""tambah""
Sauces: just the curry

<small>...Did they just went out just to come back? Then again, it's cheaper eating here than in campus.</small>","2025/November/2025, November, image 21.png"
12 Nov 2025 (Wednesday),Nasi Goreng Biasa,Warung Hanna Crystalville,RM 7.00,(Real Dinner),"They served me a wrong dish at first (see Part 1 below). This came a bit later. I finished this &amp; skipped the below for that time being.
                It is very biasa looking.
                
Vege, garlic, generous? chicken pieces, cabbage
The Sup Kosong is free for some reason, free is free.

                After I finished it, it started to rain. Proceed to bring back my fake dinner indoors (see Part 2 below).","2025/November/2025, November, image 22.png"
12 Nov 2025 (Wednesday),Nasi Goreng Ayam Goreng,Warung Hanna Crystalville,RM 8.50Free??,(Fake Dinner),"Part 1:
                Huh, this isn't what I ordered, but it has my name printed on it... Oh well, mine. Free ""upgrade"".
                
Sup Kosong: oily, tastes like beef type soup, otherwise fine if not so oily
Fried chicken: cold, or room temperature
Rice: warm enough, but one can tell it is pre-cooked, empty apart from colouring &amp; some corn bits

<small>...Wait is that my ACTUAL order coming in? With the same receipt?? Uh oh.</small>
Part 2:
                Right, I am not finishing the rice at this rate. Asked Gemini, told me to scrap the chicken even. Negotiations happened, and I took just the meat and abandoned the skin.
                All was good. No overeating. No excess wastage of food.
<small>Wonder if this is where my luck went...</small>","2025/November/2025, November, image 23.png"
13 Nov 2025 (Thursday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"Bois wanted here, followed. Breast, per usual.
                It seems Koyori forgot to write tofu exclusive. Welp. Received 1 big leaf but no cucumbers?

                Keli will take a while, and it's more expensive. Does it give more meat vs quarter chicken?
<small>4 people didn't take their greens. Angy.</small>","2025/November/2025, November, image 24.png"
13 Nov 2025 (Thursday),Nasi Kerabu + Ayam Goreng Berempah,RMY Solutions,RM 9.00,(Dinner),"My bois seem to want to eat this, it is the same stall as I went months ago.
                Has it improved? It listened to my asing, so that's good.
                Price is the same, with 5 base, and 4 for the spiced fried chicken, thigh.
                
Brown sauce: weird
Beansprouts: might be raw, a bit not that great vs Ipoh Taugehs
The curry, chili, and brown things are the same
Fish crackers: a litte stale, but otherwise seems ok
Blue rice: could be better, some parts are slightly on harder end, not cake though
Everything else is commendable as the previous entry, and I used the lime to make lime water.

                She mentioned most cina order less sauce (me separate, does that count?)
                Koyori: ""I am not like the others"" (paraphrased)","2025/November/2025, November, image 25.png"
17 Nov 2025 (Monday),Nasi Goreng Biasa,AS Nasi Kandar,RM 6.00,(Dinner),"There was a slight debate in me whether to eat Kahwin, or this. This restaurant is rarer for me to eat for dinner.
                I assume the rotis are for breakfast, so let's have this one.
                
1 cucumber slice
Cabbage, vege, chicken
Flavourful, and quite piping hot.

                At this price point, it could give Sky a run for its money. Though I have yet to try your biasa after your ""marriage"".","2025/November/2025, November, image 26.png"
18 Nov 2025 (Tuesday),Nasi Kandar,AS Nasi Kandar,RM 7.50,(Lunch),"Huh, they allowed us to go into the food section to take our own. Neat?
                
Scooped 2 vege
Chicken is cold/room temperature sadly
Rice managed to get tambah, I feel it's a bit much, also slight cake
Curry I took like 3 scoops?
Air sirap slowly got more sweeter as I drank the bottom to the point I don't want it anymore

                Glad they went out to eat, otherwise I'd need to borrow their keys.","2025/November/2025, November, image 27.png"
18 Nov 2025 (Tuesday),Nasi Goreng Biasa,Sky Malaysia,RM 7.00,(Dinner),"Wanting to compare sosej and regular.
                
Cabbage (smaller cuts vs AS), that vege, fried shallots, green onions
Just chicken, no sausage. Maybe it fell in accidentally?
Taste remains the same from sosej.
  
                Kampung seem to have improved (no wastage from koyori).
                Nasi Mandy is basically penyet sized chicken with presumed briyani paired with some sort of green chili + some vege, costs 15. Nah.","2025/November/2025, November, image 28.png"
19 Nov 2025 (Wednesday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"? There's no cucumber again, despite there being cucumber.
                They ran out of forks entirely, I managed to all the remaining spoons &amp; kept 1 for myself while sharing the others to my mates.
                Per usual, dada remark. Though had to request tempe swap on the spot as they didn't wanna write it (they still asked for swap anyways).

                ...Why is this tofu burnt? And not just one, TWO??","2025/November/2025, November, image 29.png"
19 Nov 2025 (Wednesday),Nasi Goreng Thai,Warung Hanna Crystalville,RM 8.00,(Dinner),"Tomorrow seems to be McD. So they decided to go for cheaper meals (Hinz is noted to be expensive, and Benon doesn't like RYM.)
                Debating between Roti John (long bread) and rice, I chose the safer (cheaper) option.
                
My thai seems ok with 3 prawns (like any other Malay type prawn), that vege, onions, and chicken (same type as biasa).
Nasi Goreng Belacan is said to be salty, and lacks belacan taste?
Kuey Teow Goreng looks typical malay style, wet, not dry.

                Noted the 2 other based on what I've observed from others. Oh yeah, no extra food today.
                <!-- Cheese appetite seems to be a KT + 4/5 of a beef john. -->","2025/November/2025, November, image 30.png"
20 Nov 2025 (Thursday),Nasi Ayam Set,Amzira Shak Enterprise,RM 8.00,(Lunch),"I didn't want to have bawang again, and I've had other stalls before. Herrscher told me there's a chicken rice stall, so let's go for it.
                
Teh o ais seems fine, it was initially brewed to be half cup
Received a wing, it's fine. Chicken meat has a slight charred taste.
Rice is kinda nice, though finished it within half a wing.
Soup ok, dark sauce is slightly burnt?, chili is normal, an aquired taste though so may take some time to get used to it.
1 lettuce leaf, 2 cucumber slices

                Conclusion: bawang is more worth in general, though this is fine if you want to eat less.
                Adding rice which could make it more filling puts it in the same tier as bawang, which is ehhh 50 50. Free drink though.","2025/November/2025, November, image 31.png"
20 Nov 2025 (Thursday),Prosperity Burger Meal Promo,McD Edusphere,RM 18.00,(Dinner),"This year seems cheaper? At least versus last year. No cup though on my end.
                
Prosperity burger, beef, extra onions
Curly fries (M)
Strawberry sundae

                If we can prove they gave us less sauce, they would give us more sauce.","2025/November/2025, November, image 32.png"
24 Nov 2025 (Monday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"I peeked into their dhal and it seems the green thing is gone. So let's return to you.
                I'd say dhal is overall better here, less beany vs Chilli. But weird for them to not give any curry. I also finished all the sauces before all the roti.
                May I ask for more?
<small>My dumahh thought GX still gave rewards, but it was min spend rm5 for QR. This is 4.</small>","2025/November/2025, November, image 33.png"
25 Nov 2025 (Tuesday),Nasi Ayam Penyet,Sky Malaysia,RM 9.00,(Lunch),"I checked their hot chicken counter and there's the quarter chicken. Maybe it's that one.
                Ordered, and it is. For some reason they asked me if I wanted white rice, maybe let's ask what other rice options are there in the future.
                Tastes just the ame as I last had you months ago.

                It'd be best to order this less frequently compared to 7.50 nasi kandar, but the quality here is consistent thus far.
<small>Due to this being 9, attempted GX QR again, received reward, life good.</small>","2025/November/2025, November, image 34.png"
25 Nov 2025 (Tuesday),Nasi Goreng Tomyam,Sky Malaysia,RM 8.00,(Dinner),"Ordering Tomyam for old times sake, it seems I needed to note down things.
                
1 cucumber
Chicken, Tomato, Carrot, Onion, Fried onion
Lemongrass, Green chili, Some sort of streaky vege?
Is streaky vege curry leaves? Doesn't seem like it.

                Kinda spicy, the heat is there.
                I think it is a fine meal if one dislikes swapping between sausage &amp; regular. But have fun picking out inedible items.","2025/November/2025, November, image 35.png"
26 Nov 2025 (Wednesday),Nasi Kandar,AS Nasi Kandar,RM 7.50,(Lunch),"No class as it had been replaced 17/11.
                Hm, they're back to manning it themselves. Asked for fresh chicken, unsure what was said, so I pointed to the biggest one.
                
Rice: regular serving
Chicken: the biggest one, quarter. Bone pieces are a bit splintered.
Vege: Kangkung, likely 2 scoops
Goat curry: 3 scoops
Sirap ais, I wonder if I could order any other types of drinks, such as warm versions of them.","2025/November/2025, November, image 36.png"
26 Nov 2025 (Wednesday),Nasi Goreng Kampung,AS Nasi Kandar,RM 7.00,(Dinner),"The bois went to eat ""Rice to Wednesday"", this is cheaper and newer, might as well support ""small businesses"".
                The solo seats are quite hot despite under A/C, not recommended.
                
1 cucumber slice
Kangkung, Fried onion, Coriander (garnish), Green chili, Red chili bits, Garlic
Chicken, Anchovies (albeit air'ed)
 
                Presumed boss spoke something to me in I forgot, called me a good boy and patted my shoulder for some reason.
                Another staff asked if it was spicy since I kept dranking water, told them it's ok. (Maybe I could ask for no green chili, picking that out is a smol chore.)","2025/November/2025, November, image 37.png"
27 Nov 2025 (Thursday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"The bois are having something else, I like consistency (until otherwise).
                
2 cucumber slices, 2 big &amp; 2 small lettuce leaves (ticked extra vege)
4 tofu, listened to my paper, no burnt thankfully

                I should try other types of food, but this can consistently fill me for 10.
                Also the sambal be nice.","2025/November/2025, November, image 38.png"
27 Nov 2025 (Thursday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM 12.30,(Dinner),"Counted, around 14 pieces.
                
Thai Style Creamy Butter Pork Rice - 11.60
6% tax - 0.696
Total - 12.30 (rounded up)","2025/November/2025, November, image 39.png"
01 Dec 2025 (Monday),Nasi Goreng Tomyam,AS Nasi Kandar,RM 7.00,(Dinner),"Their Wednesday rice isn't open. Patel suggested we come here.
                Chose Tomyam as it was a safe bet, some prices got stickered with higher prices, such as Pattaya.
                
Lemongrass, Green chili, That inedible vege, but not found as much vs sky
Chicken, Vege, Onion, Carrot, Smashed tomato (a bit rare)
1 Cucumber slice
                
                It is quite spicy yes, but overall fine.
                Their roti is open during night time, so that is also an option to try.","2025/December/2025, December, image 1.png"
02 Dec 2025 (Tuesday),Nasi Kandar,AS Nasi Kandar,RM 7.50,(Lunch),"From what I've heard yesterday they were planning to scram after lunch. Seems like my gut feeling was right.
                
Drumstick seems to have lower amount of meat
Regular rice, with goat curry
Just cabbage, the bois took 2 tofu, costed them an extra +1
Limau ais, still gotta think if its possible to take a non iced one or no

<small>
                  I can't tell if I'm slowly fading away from them, or I'm too self centered.
                  World doesn't revolve around me, but shouldn't I be in their orbits?
                </small>","2025/December/2025, December, image 2.png"
